Albums,Bio,Born,Born In,Dies,Listeners,Period,Similar Composers,Tags,Top Songs,composer,wiki
"['None - Damp Chill of Life', 'None - none', 'None - Life has gone on long enough', 'None - The Rising', 'None - (null)']","There are several artists called None;  1) NONE is an atmospheric/depressive black metal band from Portland, USA, formed in 2015.  2) None (AKA %20) is also the alias of experimental sound artist Peter Andrew Lopez.  3) Polish hard rock / metalcore / nu metal band created in Bydgoszcz in 1999.  4) Slovakian alternative rock band - written ""nOne"" - www.bandzone.cz/none  5) Darkwave artist Anna Nin  6) NONE is a pv/grind-influenced hardcore band from Vancouver, Washington, U.S. www.myspace.com/nonevancouver  <a href=""https://www.last.fm/music/None"">Read more on Last.fm</a>",27 October 1782,"Genoa, Genova, Liguria, Italy",27 May 1840 (aged 57),21288,Romantic,"['Nocturnal Depression', 'Totalselfhatred', 'Hermóðr', 'Advent Sorrow', 'My Useless Life']",[],"['None - The Damp Chill of Life', 'None - Fade', ""None - It's Painless to Let Go"", 'None - Cease', 'None - You Did a Good Thing', 'None - A World, Dead and Gray', 'None - I Yearn to Feel', ""None - A Chance I'd Never Have"", 'None - Bleak, Damp, And Dead', 'None - none']",John Field (composer),/wiki/John_Field_(composer)
"['Anthony Philip Heinrich - Gottschalk/Heinrich', 'Anthony Philip Heinrich - The Wind Demon: 19th Century Piano Works', 'Anthony Philip Heinrich - Christopher Keene & Syracuse Symphony Orchestra', 'Anthony Philip Heinrich - Heinrich: The Ornithological Combat of Kings / Gottschalk: Night in the Tropics', 'Anthony Philip Heinrich - The Ornithological Combat of Kings (Syracuse SO, Keene)']","Anthony Philip Heinrich was an immigrant American composer. He was born in 1781 in Bohemia, and died in 1861 in New York City. He was the first significant American composer to write for symphony orchestra, and was also the first to conduct a Beethoven symphony in the United States (either the 1st or 3rd symphony, in Lexington, Kentucky in 1817).  Heinrich was born to a rich family in Bohemia; however his family was ruined during the Napoleonic wars and ensuing economic crash <a href=""https://www.last.fm/music/Anthony+Philip+Heinrich"">Read more on Last.fm</a>",11 March 1781,,3 May 1861 (aged 80),39,Romantic,"['Arthur Foote', 'George Whitefield Chadwick', 'Cleveland Orchestra', 'New Philharmonia Orchestra', 'Chicago Symphony Orchestra & Fritz Reiner']",[],"[""Anthony Philip Heinrich - Laurel Waltz From 'The Elssler Dances'"", 'Anthony Philip Heinrich - Ornithological Combat of Kings: The Conflict of The Condor in the Air (Allegro, ma moderato)', 'Anthony Philip Heinrich - Ornithological Combat of Kings: The Repose of The Condor (Andante sostenuto, quasi adagio)', 'Anthony Philip Heinrich - Ornithological Combat of Kings: Victory of The Condor (Finale: vivace brillante)', 'Anthony Philip Heinrich - Ornithological Combat of Kings: The Combat of The Condor on Land (Allegro)', 'Anthony Philip Heinrich - The Minstrels March or The Road to Kentucky', 'Anthony Philip Heinrich - The Spanish Hymn with Variations', 'Anthony Philip Heinrich - Thanks Be To Thee', 'Anthony Philip Heinrich - Philanthropy', 'Anthony Philip Heinrich - The Ornithological Combat of Kings']",Anthony Philip Heinrich,/wiki/Anthony_Philip_Heinrich
"['Fernando Sor - SOR: Guitar Duets, Vol.  2', ""Fernando Sor - SOR: Souvenir d'Amitie / 6 Petites Pieces, Op. 47"", 'Fernando Sor - SOR: 6 Divertimenti, Op. 13 / Cinquieme Fantaisie, Op. 16', 'Fernando Sor - SOR: Guitar Duets, Vol.  1', 'Fernando Sor - SOR: Grande Sonates, Opp. 22 and 25 / Divertissement, Op. 23']","Fernando Sor, (baptized Joseph Fernando Macari Sors or José Fernando Macarurio Sors February 14, 1778 – July 10, 1839) was a Spanish guitarist and composer, born in Barcelona. In Spain he is sometimes known as the ""Beethoven of the Guitar.""  Born to a fairly well-off family, Sor was descended from a long line of career soldiers, and intended to continue that legacy, but was distracted from this when his father introduced him to Italian opera. He fell in love with music and abandoned a military career. <a href=""https://www.last.fm/music/Fernando+Sor"">Read more on Last.fm</a>",14 February 1778,"Barcelona, Barcelona, Catalunya, Spain",10 July 1839 (aged 61),67490,Romantic,"['Miguel Llobet', 'Napoléon Coste', 'Mauro Giuliani', 'Antonio Lauro', 'Federico Moreno Torroba']",[],"['Fernando Sor - Introduction', 'Fernando Sor - I. Introduction: Andante moderato', ""Fernando Sor - Folies d'Espagne et un menuet, Op. 15a"", 'Fernando Sor - No. 6 Rondeau', 'Fernando Sor - No. 3: Andante', 'Fernando Sor - Valse', 'Fernando Sor - No. 4 Allegretto', ""Fernando Sor - Voyons si c'est ca - 6 Pieces, Op. 45: No. 5. Andante"", 'Fernando Sor - I. Introduction: Andante largo - Theme and Variations', 'Fernando Sor - Theme varies et 12 Minuets, Op. 11: Menuet No. 1']",Fernando Sor,/wiki/Fernando_Sor
"['Johann Nepomuk Hummel - HUMMEL : Piano Concertos Opp. 85 & 89', 'Johann Nepomuk Hummel - HUMMEL: Piano Sonatas Opp. 13, 20 and 81', 'Johann Nepomuk Hummel - HUMMEL: Fantasies (Complete)', 'Johann Nepomuk Hummel - Hummel: Piano Concertos Nos. 2 and 3', 'Johann Nepomuk Hummel - HUMMEL: Flute Sonatas / Flute Trio / Grand Rondeau Brillant']","Johann Nepomuk Hummel or Jan Nepomuk Hummel (14 November 1778 – 17 October 1837) was a composer and virtuoso pianist of Austrian origin who was born in Bratislava (present-day Slovakia). His music reflects the transition from the Classical to the Romantic musical era.  Hummel was born in Pressburg (also known as Pozsony, in what was then Hungary but is now Bratislava), Slovakia. His father, Josef Hummel, was the director of the Imperial School of Military Music and the conductor of the Theater Orchestra. <a href=""https://www.last.fm/music/Johann+Nepomuk+Hummel"">Read more on Last.fm</a>",14 November 1778,"Bratislava, Bratislavský kraj, Slovakia",17 October 1837 (aged 58),58750,Romantic,"['Muzio Clementi', 'Carl Stamitz', 'Antonio Salieri', 'Michael Haydn', 'Pietro Antonio Locatelli']",[],"['Johann Nepomuk Hummel - III. Finale: Presto - Ancor piu presto', 'Johann Nepomuk Hummel - Larghetto', 'Johann Nepomuk Hummel - I. Caprice', 'Johann Nepomuk Hummel - Rondo - Allegro moderato', 'Johann Nepomuk Hummel - II. Larghetto - III. Finale: Vivace', 'Johann Nepomuk Hummel - Rondo', 'Johann Nepomuk Hummel - Allegro moderato', 'Johann Nepomuk Hummel - Hummel: Trumpet Concerto In E Flat - Iii Rondo', 'Johann Nepomuk Hummel - Piano Concerto No. 3 in B minor, Op. 89: II. Larghetto', 'Johann Nepomuk Hummel - I. Andante cantabile']",Johann Nepomuk Hummel,/wiki/Johann_Nepomuk_Hummel
"['Ludwig van Beethoven - Moonlight', 'Ludwig van Beethoven - BEETHOVEN: Complete Symphonies and Piano Concertos', 'Ludwig van Beethoven - Classical Best Of', 'Ludwig van Beethoven - Beethoven: Symphony No.5 & Egm', 'Ludwig van Beethoven - Symphony No. 9 ""Choral""']","Ludwig van Beethoven (16 December 1770 – 26 March 1827) was a German pianist and composer of the transitional period between the late Classical and early Romantic eras. He is often regarded as one of the most brilliant, prolific and influential composers of all time.  Beethoven is widely regarded as a master of musical construction, sometimes sketching the architecture of a movement before he had decided upon the subject matter. He was one of the first composers to systematically and consistently use interlocking thematic devices <a href=""https://www.last.fm/music/Ludwig+van+Beethoven"">Read more on Last.fm</a>",17 December 1770,"Bonn, Nordrhein-Westfalen, Germany",26 March 1827 (aged 56),1952745,Romantic,"['Wolfgang Amadeus Mozart', 'Johann Sebastian Bach', 'Franz Schubert', 'Johannes Brahms', 'Robert Schumann']",[],"['Ludwig van Beethoven - Für Elise', 'Ludwig van Beethoven - Moonlight Sonata', 'Ludwig van Beethoven - Symphony No. 9 (Scherzo)', 'Ludwig van Beethoven - Molto vivace', 'Ludwig van Beethoven - Ode to Joy', 'Ludwig van Beethoven - Moonlight Sonata: Adagio sostenuto', 'Ludwig van Beethoven - Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto', 'Ludwig van Beethoven - Allegro con brio', 'Ludwig van Beethoven - Allegro', 'Ludwig van Beethoven - Adagio molto e cantabile']",Ludwig van Beethoven,/wiki/Ludwig_van_Beethoven
"['Николай Карлович Метнер - MEDTNER: Piano Concerto No. 2 / Piano Quintet', 'Николай Карлович Метнер - Piano', 'Николай Карлович Метнер - MEDTNER: Sonata Op. 5 / Sonata-Triad Op. 11', 'Николай Карлович Метнер - MEDTNER: Piano Concertos Nos. 1 and 3', 'Николай Карлович Метнер - (null)']","Nikolai Medtner (Russian: Николай Карлович Метнер; 5 January 1880 [O.S. 24 December 1879] – 13 November 1951) was a Russian composer and pianist.  A younger contemporary of Sergei Rachmaninoff and Alexander Scriabin, he wrote a substantial number of compositions, all of which include the piano. His works include fourteen piano sonatas, three violin sonatas, three piano concerti, a piano quintet, two works for two pianos, many shorter piano pieces <a href=""https://www.last.fm/music/+noredirect/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9+%D0%9A%D0%B0%D1%80%D0%BB%D0%BE%D0%B2%D0%B8%D1%87+%D0%9C%D0%B5%D1%82%D0%BD%D0%B5%D1%80"">Read more on Last.fm</a>",5 January 1880,"Moskva, Russian Federation",13 November 1951 (aged 71),11993,Romantic,"['Giuseppe Martucci', 'Frederic Rzewski', 'Сергей Михайлович Ляпунов', 'Max Reger', 'Цезарь Антонович Кюи']",[],"['Николай Карлович Метнер - Piano Concerto No. 2 in C minor, Op. 50: II. Romanza: Andante con moto', 'Николай Карлович Метнер - Sonata romantica in B-Flat Minor, Op. 53 No. 1: I. Romanza: Andantino con moto, ma sempre espressivo', 'Николай Карлович Метнер - Piano Sonata in F Minor, Op. 5: I. Allegro - Maestoso, ma a tempo - Alla breve', 'Николай Карлович Метнер - Piano Concerto No.1- Allegro', 'Николай Карлович Метнер - 2 Tales, Op. 20: 2 Fairy Tales, Op. 20: No. 1. Allegro con espressione', 'Николай Карлович Метнер - Second Improvisation, Op. 47: Variation 2: Caprice: Capriccioso —', 'Николай Карлович Метнер - Second Improvisation, Op. 47: Theme: The Song of the Water Nymph: Andante —', 'Николай Карлович Метнер - Second Improvisation, Op. 47: Variation 5: Humoresque: Allegretto sostenuto —', 'Николай Карлович Метнер - Second Improvisation, Op. 47: Variation 8: Into the Forest: Andante sognando - Andante —', 'Николай Карлович Метнер - Second Improvisation, Op. 47: Variation 4: Charms: Allegretto con moto —']",Nikolai Medtner,/wiki/Nikolai_Medtner
"['Ottorino Respighi - Respighi: Symphonic Poems', 'Ottorino Respighi - Respighi: Fontane di Roma, Pina di Roma, Feste Romane & Il Tramonto', 'Ottorino Respighi - Respighi: Piano Music', 'Ottorino Respighi - RESPIGHI: Suite in E major / Symphonic Variations / Burlesca', 'Ottorino Respighi - Respighi: Belkis, Regina di Saba, Ballata delle gnomidi & Pini di Roma']","Ottorino Respighi (July 9, 1879 - April 18, 1936) was born in Bologna, Italy. He was taught piano and violin by his father, who was a local piano teacher. He continued studying violin and viola with Federico Sarti at the Liceo Musicale in Bologna, composition with Giuseppe Martucci, and historical studies with Luigi Torchi, a scholar of early music. In 1900, Respighi went to Russia to be principal violist in the orchestra of the Russian Imperial Theatre <a href=""https://www.last.fm/music/Ottorino+Respighi"">Read more on Last.fm</a>",9 July 1879,"Bologna, Bologna, Emilia-Romagna, Italy",18 April 1936 (aged 56),79874,Romantic,"['Frederick Delius', 'Paul Hindemith', 'Hector Berlioz', 'Ralph Vaughan Williams', 'Gabriel Fauré']",[],"['Ottorino Respighi - Pines of Rome: The pines of the Villa Borghese', 'Ottorino Respighi - Pini di Roma (The Pines of Rome): III. I pini del Gianiclo', 'Ottorino Respighi - The Pines of the Janiculum', 'Ottorino Respighi - The Pines of the Appian Way', 'Ottorino Respighi - Fountains of Rome: The Triton Fountain in the Morning', 'Ottorino Respighi - Pines Near a Catacomb', 'Ottorino Respighi - Symphonic Variations', 'Ottorino Respighi - Pines of Rome', 'Ottorino Respighi - Pini di Roma, P. 141: I. I pini di Villa Borghese (The Pines of the Villa Borghese)', 'Ottorino Respighi - Pini di Roma (The Pines of Rome): IV. I pini di Via Appia']",Ottorino Respighi,/wiki/Ottorino_Respighi
"[""Joseph Canteloube - CANTELOUBE: Chants d'Auvergne (Selection)"", 'Joseph Canteloube - Canteloube: Songs of the Auvergne', 'Joseph Canteloube - 50 Classical Chillout - by Classic FM', 'Joseph Canteloube - Fifty Shades of Grey - The Classical Album', ""Joseph Canteloube - Canteloube : Chants d'Auvergne [Complete]""]","Marie-Joseph Canteloube de Malaret (21 October 1879 - November 4, 1957) was a French composer. Canteloube was born in Annonay in the Ardèche, and died at Grigny in Essonne (a part of the Auvergne region.)  He is best known for his collection of orchestrated folk songs from the Auvergne region, Chants d’Auvergne (""Songs of the Auvergne""). Canteloube himself believed that ""les chants paysans s’élèvent bien souvent au niveau de l’art le plus pur <a href=""https://www.last.fm/music/Joseph+Canteloube"">Read more on Last.fm</a>",21 October 1879,"Annonay, Ardèche, Auvergne-Rhône-Alpes, France",4 November 1957 (aged 78),8566,Romantic,"['Henri Duparc', 'Peter Warlock', 'Eric Coates', 'Gerald Finzi', 'George Butterworth']",[],"[""Joseph Canteloube - Chants d'Auvergne: 2. Bailero"", 'Joseph Canteloube - Bailero', ""Joseph Canteloube - Chants d'Auvergne, Vol. 1: No. 2. Bailero"", ""Joseph Canteloube - Chants D'Auvergne: Baïlèro (Series 1, No.2)"", 'Joseph Canteloube - Baïlèro, Serie 1, No. 2', 'Joseph Canteloube - Songs of the Auvergne: ""Pour l\'enfant""', ""Joseph Canteloube - Joseph Canteloube: Chants d'Auvergne - 2. Bailero"", 'Joseph Canteloube - Songs of the Auvergne: Baïlèro', ""Joseph Canteloube - Canteloube: Chants d'Auvergne, Book 1: Bailèro"", ""Joseph Canteloube - Chants d'Auvergne, Series I: II. Bailero""]",Joseph Canteloube,/wiki/Joseph_Canteloube
"['Reinhold Glière - Gliere: Coloratura Soprano Concerto / Harp Concerto / Ginastera: Harp Concerto', 'Reinhold Glière - Gliere: Symphony No. 2 / The Zaporozhy Cossacks', 'Reinhold Glière - Glière: Piano Music', 'Reinhold Glière - Gliere: Bronze Horseman Suite (The) / Horn Concerto', 'Reinhold Glière - Kodály, Glière & Ravel: Works for Violin & Cello']","Reinhold Glière (Kiev, 11 January 1875 – Moscow, 23 June 1956) was a Russian, Ukrainian composer. His name has appeared in different forms, as Рейнгольд Эрнeст Глиэр (Reingol'd Ernest Glier) and later, for standardization purposes, converted into Рейнгольд Морицевич Глиэр (Reingol'd Moritzevich Glier). He is referred to in most Western reference works as Reinhold Moritzevich Glière, or simply as Reinhold Glière. <a href=""https://www.last.fm/music/+noredirect/Reinhold+Gli%C3%A8re"">Read more on Last.fm</a>",11 January 1875,"Kyïv, Ukraine",23 June 1956 (aged 81),6354,Romantic,"['Vasily Kalinnikov', 'Dmitry Kabalevsky', 'Anton Arensky', 'Alexander Glazunov', 'Sergei Taneyev']",[],"['Reinhold Glière - 8 Pieces, Op. 39: No. 3. Berceuse', 'Reinhold Glière - Harp Concerto, Op. 74: II. Tema con variazioni', 'Reinhold Glière - Coloratura Soprano Concerto, Op. 82: I. Andante', 'Reinhold Glière - Symphony No. 2 in C minor, Op. 25: III. Andante con variazioni', 'Reinhold Glière - Romance No. 2, Op. 16', 'Reinhold Glière - 8 Pieces for Violin & Cello, Op. 39: No. 3, Berceuse', 'Reinhold Glière - Romance, Op. 3', 'Reinhold Glière - Night Scene (From Symphony No. 3 In B Minor, Op. 42) (Excerpt)', 'Reinhold Glière - Concerto in E-Flat Major for Harp and Orchestra, Op. 74: I. Allegro moderato', ""Reinhold Glière - The Red Poppy, Op. 70: Russian Sailors' Dance""]",Reinhold Glière,/wiki/Reinhold_Gli%C3%A8re
"['Franz Schmidt - Adagio - The Ultimate Collection', 'Franz Schmidt - Schmidt: symphony No. 4', 'Franz Schmidt - Schmidt: Symphony No. 4 / Notre Dame', 'Franz Schmidt - 100 Masterpieces Of Classical Music', 'Franz Schmidt - SCHMIDT: Clarinet Quintet in B Flat Major / Romance']","Franz Schmidt (December 22, 1874 – February 11, 1939) was an Austrian composer, cellist and pianist.  Schmidt was born in Pressburg, in the Austro-Hungarian Empire (this is now Bratislava, Slovakia). He studied piano briefly with Theodor Leschetizky, with whom he clashed. He moved to Vienna with his family in 1888, and studied at the Conservatory there (composition with Robert Fuchs, cello with Ferdinand Hellmesberger and theory with Anton Bruckner), graduating ""with excellence"" in 1896. <a href=""https://www.last.fm/music/Franz+Schmidt"">Read more on Last.fm</a>",22 December 1874,"Bratislava, Bratislavský kraj, Slovakia",11 February 1939 (aged 64),4560,Romantic,"['Hans Rott', 'Albert Lortzing', 'Enrico Toselli', 'Joachim Raff', 'Ernest John Moeran']",[],"['Franz Schmidt - Symphony No. 4 In C Major: I. Allegro molto moderato', 'Franz Schmidt - Notre Dame: Intermezzo', 'Franz Schmidt - Notre Dame, Intermezzo', 'Franz Schmidt - Symphony No. 4 in C Major: II. Adagio —', 'Franz Schmidt - Symphony No. 4 in C major: IV. Allegro molto moderato', 'Franz Schmidt - Symphony No. 4 in C major: III. Molto vivace', 'Franz Schmidt - Symphony No. 4 In C Major: II. Adagio', 'Franz Schmidt - Schmidt: Notre Dame - Intermezzo', 'Franz Schmidt - Intermezzo', 'Franz Schmidt - Symphony No. 1 in E major: I. Sehr langsam - Sehr lebhaft']",Franz Schmidt,/wiki/Franz_Schmidt
"['Josef Suk - Asrael Symphony (Czech Philharmonic Orchestra, Václav Neumann)', 'Josef Suk - Epilogue Symphony (Czech Philharmonic Orchestra, Prague Philharmonic Choir, Václav Neumann)', 'Josef Suk - Suk: Piano Works', 'Josef Suk - SMETANA / SUK / NOVAK: Piano Trios', 'Josef Suk - Through Life and Dream; About Friendship']","Czech composer and violinist Josef Suk (January 4, 1874 - May 29, 1935) was born in Křečovice, Czechia. He studied at Prague Conservatory from 1885 to 1892, where he was a pupil of Antonín Dvořák  (he married Dvořák's daughter in 1898). He formed the Czech Quartet with three of his fellow students — Suk played second violin with them for most of his life. From 1922 he taught at the Prague Conservatory where his pupils included Bohuslav Martinů and Rudolf Firkušný. He died in Benešov. <a href=""https://www.last.fm/music/Josef+Suk"">Read more on Last.fm</a>",4 January 1874,,29 May 1935 (aged 61),13828,Romantic,"['Miloslav Kabeláč', 'Bohuslav Martinů', 'Jiří Bělohlávek', 'Jan Václav Antonín Stamic', 'Petr Eben']",[],"['Josef Suk - V.Adagio e maestoso', 'Josef Suk - I.Andante sostenuto', 'Josef Suk - Moods, Op. 10: V. Springtime Idyll', 'Josef Suk - III.Vivace', 'Josef Suk - II.Andante', 'Josef Suk - IV.Adagio', 'Josef Suk - Fantasy Opus 24', 'Josef Suk - Four Pieces For Violin And Piano, Op. 17: II. Appassionato', 'Josef Suk - I. Adagio (Footsteps)', 'Josef Suk - III. Allegro appasionato (From Eternity to Eternity)']",Josef Suk,/wiki/Josef_Suk
"['Sergei Rachmaninoff - Alexander Nevsky', 'Sergei Rachmaninoff - RACHMANINOV: Piano Transcriptions and Arrangements', 'Sergei Rachmaninoff - The Chopin Recordings', 'Sergei Rachmaninoff - Rachmaninov (The Best of)', 'Sergei Rachmaninoff - RACHMANINOV: Works for Cello and Piano (Complete)']","Sergei Vasilievich Rachmaninoff (Russian: Сергей Васильевич Рахманинов), 1 April 1873 - 28 March 1943, was a composer, pianist, and conductor. Alternative transliterations of his name include Sergey, Sergej or Serge, and Rachmaninov,  Rakhmaninoff.) Rachmaninoff was born in 1873 in Semyonovo, near Novgorod, in north-western Russia. He was born into a noble russian family, who had been in the service of the Russian tsars since the 16th century. His parents were both amateur pianists. <a href=""https://www.last.fm/music/Sergei+Rachmaninoff"">Read more on Last.fm</a>",4 January 1874,,29 May 1935 (aged 61),700094,Romantic,"['Franz Liszt', 'Dmitri Shostakovich', 'Johannes Brahms', 'Robert Schumann', 'Franz Schubert']",[],"['Sergei Rachmaninoff - Symphony Nr.2', 'Sergei Rachmaninoff - Allegro ma non tanto', 'Sergei Rachmaninoff - Lilacs', 'Sergei Rachmaninoff - Moderato', 'Sergei Rachmaninoff - Piano Concerto No. 2 in C minor, Op. 18: I. Moderato', 'Sergei Rachmaninoff - Prelude In G Minor, Op. 23, No. 5', 'Sergei Rachmaninoff - Lento', 'Sergei Rachmaninoff - Nocturne Op. 9 No. 2 in E Flat', 'Sergei Rachmaninoff - Piano Concerto No. 2 in C minor, Op. 18: II. Adagio sostenuto', 'Sergei Rachmaninoff - Piano Concerto No.2 in C minor (1st Movement) {2}']",Sergei Rachmaninoff,/wiki/Sergei_Rachmaninoff
"['Alexander Scriabin - SCRIABIN: Mazurkas (Complete)', 'Alexander Scriabin - SCRIABIN: Preludes, Vol.  2', 'Alexander Scriabin - SCRIABIN: Preludes, Vol 1', 'Alexander Scriabin - SCRIABIN: Piano Concerto / Prometheus', 'Alexander Scriabin - SCRIABIN: Piano Sonatas, Vol.  2']","Alexander Nikolayevich Scriabin (Russian: Александр Николаевич Скрябин; 1872-1915, Moscow) was a Russian composer and pianist.    Many of Scriabin's works are written for the piano; the earliest pieces resemble Frédéric Chopin and include music in many forms that Chopin himself employed, such as the etude, the prelude and the mazurka. Later works, however, are strikingly original, employing very unusual harmonies and textures. <a href=""https://www.last.fm/music/Alexander+Scriabin"">Read more on Last.fm</a>",6 January 1872,"Moskva, Russian Federation",27 April 1915 (aged 43),216237,Romantic,"['Sergei Rachmaninoff', 'Franz Liszt', 'Maurice Ravel', 'Robert Schumann', 'Johannes Brahms']",[],"['Alexander Scriabin - No. 7 in F sharp minor: Moderato', 'Alexander Scriabin - No. 2 in F sharp minor: Allegretto non tanto', 'Alexander Scriabin - No. 9 in G sharp minor', 'Alexander Scriabin - Vers la flamme, Op. 72', 'Alexander Scriabin - No. 5 in C sharp minor: Agitato', 'Alexander Scriabin - No. 1 in G Minor: Patetico', 'Alexander Scriabin - No. 1 in B flat minor: Mesto', 'Alexander Scriabin - No. 10 in E flat minor: Sotto voce', 'Alexander Scriabin - Prelude in C sharp minor, Op. 11, No. 10 (orch. Rogal-Levitsky)', 'Alexander Scriabin - Sonata No. 5, Op. 53']",Alexander Scriabin,/wiki/Alexander_Scriabin
"['Wilhelm Stenhammar - Intermezzo: Intermezzi from Operas', 'Wilhelm Stenhammar - Stenhammar: String Quartets Nos. 1 & 2', 'Wilhelm Stenhammar - Stenhammar: String Quartets Nos. 5 & 6', 'Wilhelm Stenhammar - Intermezzo', 'Wilhelm Stenhammar - STENHAMMAR: Piano Works']","Carl Wilhelm Eugen Stenhammar (February 7, 1871 – November 20, 1927), was a Swedish composer, conductor and pianist.  Stenhammar was born in Stockholm, Sweden, and his musical education first took place there. He then went to Berlin to further his studies in music. He became a glowing admirer of German music, particularly that of Richard Wagner and Anton Bruckner. Stenhammar himself described the style of his First Symphony in F major as ""idyllic Bruckner"". <a href=""https://www.last.fm/music/Wilhelm+Stenhammar"">Read more on Last.fm</a>",7 February 1871,"Stockholm, Stockholm municipality, Stockholms län, Sweden",20 November 1927 (aged 56),18098,Romantic,"['Johan Svendsen', 'Jan Václav Vorísek', 'Wilhelm Peterson-Berger', 'Hugo Alfvén', 'Venice Baroque Orchestra & Andrea Marcon']",[],"['Wilhelm Stenhammar - Sangen, Op. 44: Interlude: The Song: Interlude', 'Wilhelm Stenhammar - String quartet No. 2 in C minor, Op. 14: II. Andante quasi adagio', 'Wilhelm Stenhammar - Sången, Op. 44: The Song: Interlude', 'Wilhelm Stenhammar - Serenade in F major, op.31 (1911-13) : 4. Notturno: Andante sostenuto', 'Wilhelm Stenhammar - String Quartet No. 5 in C major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando', 'Wilhelm Stenhammar - Allegro brillante in E-Flat Major', 'Wilhelm Stenhammar - Sangen, symphonic cantata, op.44 : Interlude. Molto adagio, solenne', 'Wilhelm Stenhammar - Piano Sonata In G Minor: II. Romanza: Andante Quasi Adagio', 'Wilhelm Stenhammar - 3 Korvisor till dikter av J.P. Jacobsen: No. 1. September, ""Alle de voksende Skygger""', 'Wilhelm Stenhammar - Sverige']",Wilhelm Stenhammar,/wiki/Wilhelm_Stenhammar
"['Franz Lehár - LEHAR: The Merry Widow (Schwartzkopf, Kunz, Gedda) (1953)', 'Franz Lehár - Lehár: Die Lustige Witwe', 'Franz Lehár - 101 Classics - CD1 - The Great Waltzes', 'Franz Lehár - The Merry Widow (Die lustige Witwe)', 'Franz Lehár - (null)']","Franz Lehár (Lehár Ferenc 30 April 1870 – 24 October 1948) was a Hungarian composer, mainly known for his operettas.  Lehár was born in Komárom, Hungary (now Komarno, Slovakia), as the eldest son of a bandmaster in the army. He studied violin and composition at the Prague Conservatory but was advised by Antonín Dvořák to focus on composing music. After graduation in 1899 he joined his father's band in Vienna, as assistant bandmaster. In 1902 he became conductor at the historic Vienna Theater an der Wien <a href=""https://www.last.fm/music/+noredirect/Franz+Leh%C3%A1r"">Read more on Last.fm</a>",30 April 1870,"Komárom, Komárom-Esztergom, Hungary",24 October 1948 (aged 78),24544,Romantic,"['Robert Stolz', 'Enrico Toselli', 'Emmerich Kálmán', 'Josef Strauss', 'Émile Waldteufel']",[],"['Franz Lehár - Dein Ist Mein Ganzes Herz', 'Franz Lehár - Gold and Silver, Op. 79', 'Franz Lehár - The Last Track', 'Franz Lehár - Act II: Wie eine Rosenknospe (Camille, Valencienne)', 'Franz Lehár - Die lustige Witwe (The Merry Widow), Act 2: Vilja Song', 'Franz Lehár - Die lustige Witwe (The Merry Widow) (2000 - Remaster): XIV. Lippen schweigen (Danilo/Hanna)', ""Franz Lehár - Lehár / Arr Schifrin: Around the World Part 8: Die Lustige Witwe (The Merry Widow) - 'Lippen Schweigen'"", 'Franz Lehár - Lehar: The Merry Widow (Die lustige Witwe): Sieh dort den kleinen Pavilon', 'Franz Lehár - Lehár: Die lustige Witwe, Act 2: Vilja-Lied (Hanna)', 'Franz Lehár - Number One Hero - Peter Pardeike Remix']",Franz Lehar,/wiki/Franz_Lehar
"[""Amy Beach - BEACH: Piano Concerto / 'Gaelic' Symphony"", 'Amy Beach - Beach: Variations on Balkan Themes Op. 60, Maria Funerale, Cadenza, Scottish Legend Op. 54 No. 1, etc.', 'Amy Beach - Beach: Violin Sonata in A Minor / String Quartet, Op. 89 / Pastorale for Woodwind Quintet / Dreaming', 'Amy Beach - Violin Lullabies', 'Amy Beach - Story Of American Classical Music (The)']","Amy Marcy Beach (1867–1944), was a U.S. pianist and composer of classical music. She was the first successful female U.S. composer. Many of her compositions and performances were under the name Mrs H.H.A. Beach.  She was born Amy Marcy Cheney on the 5th September 1867 in Henniker, New Hampshire into a family of important political, military, and business figures. A child prodigy, she could sing forty songs by the age of one, and composed her first song at the age of four. <a href=""https://www.last.fm/music/Amy+Beach"">Read more on Last.fm</a>",5 September 1867,"New Hampshire, United States",27 December 1944 (aged 77),22403,Romantic,"['Anatoly Lyadov', 'Frank Bridge', 'Mily Balakirev', 'Armas Järnefelt', 'Venice Baroque Orchestra & Andrea Marcon']",[],"['Amy Beach - 3 Compositions, Op. 40: No. 2, Berceuse', 'Amy Beach - 4 Sketches, Op. 15: No. 3. Dreaming (arr. for cello and piano)', 'Amy Beach - Young Birches, Op. 128, No. 2', 'Amy Beach - Piano Concerto in C-Sharp Minor, Op. 45: II. Scherzo: Vivaco (Perpetuum mobile)', 'Amy Beach - Piano Concerto in C-Sharp Minor, Op. 45: III. Largo', 'Amy Beach - Berceuse (Lullaby), No. 2 from Three Compositions, Op. 40', 'Amy Beach - Romance, Op. 23: Violin Romance, Op. 23', 'Amy Beach - Young Bitches, Op. 128, No. 2', 'Amy Beach - Dreaming', 'Amy Beach - Symphony in E minor, Op. 32, ""Gaelic Symphony"": I. Allegro con fuoco']",Amy Beach,/wiki/Amy_Beach
